0	digital01	1	1	2	digital	Unknown	Unknown	7870746	1
0	shoes01	1	6	1	shoes	shoes	1	7870746	2
0	shoes02	1	6	1	shoes	shoes	1	7870746	3
0	shoes03	1	6	1	shoes	shoes	1	7870746	4
0	shoes04	1	6	1	shoes	shoes	1	7870746	5
0	shoes05	1	6	1	shoes	shoes	1	7870746	6
0	shoes06	2	6	1	shoes	shoes	1	7870746	7
0	shoes07	2	7	2	shoes	shoes	1	7870746	8
0	shoes08	2	7	2	shoes	shoes	1	7870746	9
0	shoes09	2	7	2	shoes	shoes	1	7870746	10
0	shoes10	2	7	2	shoes	shoes	1	7870746	11
0	shoes01	1	6	1	shoes	shoes	1	7870746	12
0	shoes02	1	6	1	shoes	shoes	1	7870746	13
0	shoes03	1	6	1	shoes	shoes	1	7870746	14
0	shoes04	1	6	1	shoes	shoes	1	7870746	15
0	shoes05	1	6	1	shoes	shoes	1	7870746	16
0	shoes06	2	6	1	shoes	shoes	1	7870746	17
0	shoes07	2	7	2	shoes	shoes	1	7870746	18
0	shoes08	2	7	2	shoes	shoes	1	7870746	19
0	shoes09	2	7	2	shoes	shoes	1	7870746	20
0	shoes10	2	7	2	shoes	shoes	1	7870746	21
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	22
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	23
0	skin09	1	5	3	skin	Unknown	Unknown	7870746	24
0	digital01	1	1	2	digital	Unknown	Unknown	7870746	25
0	digital05	1	1	1	digital	Unknown	Unknown	7870746	26
0	shoes01	1	6	1	shoes	shoes	1	7870746	27
0	shoes07	2	7	2	shoes	shoes	1	7870746	28
0	shoes04	1	6	1	shoes	shoes	1	7870746	29
0	shoes10	2	7	2	shoes	shoes	1	7870746	30
0	digital09	2	2	3	digital	Unknown	Unknown	7870746	31
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	32
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	33
0	skin09	1	5	3	skin	Unknown	Unknown	7870746	34
0	digital01	1	1	2	digital	Unknown	Unknown	7870746	35
0	digital05	1	1	1	digital	Unknown	Unknown	7870746	36
0	shoes01	1	6	1	shoes	shoes	1	7870746	37
0	shoes07	2	7	2	shoes	shoes	1	7870746	38
0	shoes04	1	6	1	shoes	shoes	1	7870746	39
0	shoes10	2	7	2	shoes	shoes	1	7870746	40
0	digital09	2	2	3	digital	Unknown	Unknown	7870746	41
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	42
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	43
0	skin09	1	5	3	skin	Unknown	Unknown	7870746	44
0	digital01	1	1	2	digital	Unknown	Unknown	7870746	45
0	digital05	1	1	1	digital	Unknown	Unknown	7870746	46
0	shoes01	1	6	1	shoes	shoes	1	7870746	47
0	shoes07	2	7	2	shoes	shoes	1	7870746	48
0	shoes04	1	6	1	shoes	shoes	1	7870746	49
0	shoes10	2	7	2	shoes	shoes	1	7870746	50
0	digital09	2	2	3	digital	Unknown	Unknown	7870746	51
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	52
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	53
0	skin09	1	5	3	skin	Unknown	Unknown	7870746	54
0	digital01	1	1	2	digital	Unknown	Unknown	7870746	55
0	digital05	1	1	1	digital	Unknown	Unknown	7870746	56
0	shoes01	1	6	1	shoes	shoes	1	7870746	57
0	shoes07	2	7	2	shoes	shoes	1	7870746	58
0	shoes04	1	6	1	shoes	shoes	1	7870746	59
0	shoes10	2	7	2	shoes	shoes	1	7870746	60
0	digital09	2	2	3	digital	Unknown	Unknown	7870746	61
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	62
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	63
0	skin09	1	5	3	skin	Unknown	Unknown	7870746	64
0	digital01	1	1	2	digital	Unknown	Unknown	7870746	65
0	digital05	1	1	1	digital	Unknown	Unknown	7870746	66
0	shoes01	1	6	1	shoes	shoes	1	7870746	67
0	shoes07	2	7	2	shoes	shoes	1	7870746	68
0	shoes04	1	6	1	shoes	shoes	1	7870746	69
0	shoes10	2	7	2	shoes	shoes	1	7870746	70
0	digital09	2	2	3	digital	Unknown	Unknown	7870746	71
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	72
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	73
0	skin09	1	5	3	skin	Unknown	Unknown	7870746	74
0	digital01	1	1	2	digital	Unknown	Unknown	7870746	75
0	digital05	1	1	1	digital	Unknown	Unknown	7870746	76
0	shoes01	1	6	1	shoes	shoes	1	7870746	77
0	shoes07	2	7	2	shoes	shoes	1	7870746	78
0	shoes04	1	6	1	shoes	shoes	1	7870746	79
0	shoes10	2	7	2	shoes	shoes	1	7870746	80
0	digital09	2	2	3	digital	Unknown	Unknown	7870746	81
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	82
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	83
0	skin09	1	5	3	skin	Unknown	Unknown	7870746	84
0	digital01	1	1	2	digital	Unknown	Unknown	7870746	85
0	digital05	1	1	1	digital	Unknown	Unknown	7870746	86
0	shoes01	1	6	1	shoes	shoes	1	7870746	87
0	shoes07	2	7	2	shoes	shoes	1	7870746	88
0	shoes04	1	6	1	shoes	shoes	1	7870746	89
0	shoes10	2	7	2	shoes	shoes	1	7870746	90
0	digital09	2	2	3	digital	Unknown	Unknown	7870746	91
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	92
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	93
0	skin09	1	5	3	skin	Unknown	Unknown	7870746	94
0	digital01	1	1	2	digital	Unknown	Unknown	7870746	95
0	digital05	1	1	1	digital	Unknown	Unknown	7870746	96
0	shoes01	1	6	1	shoes	shoes	1	7870746	97
0	shoes07	2	7	2	shoes	shoes	1	7870746	98
0	shoes04	1	6	1	shoes	shoes	1	7870746	99
0	shoes10	2	7	2	shoes	shoes	1	7870746	100
1	digital09	2	2	3	digital	Unknown	Unknown	7870746	101
0	shoes01	1	6	1	shoes	shoes	1	7870746	102
0	shoes02	1	6	1	shoes	shoes	1	7870746	103
0	shoes03	1	6	1	shoes	shoes	1	7870746	104
0	shoes04	1	6	1	shoes	shoes	1	7870746	105
0	shoes05	1	6	1	shoes	shoes	1	7870746	106
0	shoes06	2	6	1	shoes	shoes	1	7870746	107
0	shoes07	2	7	2	shoes	shoes	1	7870746	108
0	shoes08	2	7	2	shoes	shoes	1	7870746	109
0	shoes09	2	7	2	shoes	shoes	1	7870746	110
0	shoes10	2	7	2	shoes	shoes	1	7870746	111
0	shoes01	1	6	1	shoes	shoes	1	7870746	112
0	shoes02	1	6	1	shoes	shoes	1	7870746	113
0	shoes03	1	6	1	shoes	shoes	1	7870746	114
0	shoes04	1	6	1	shoes	shoes	1	7870746	115
0	shoes05	1	6	1	shoes	shoes	1	7870746	116
0	shoes06	2	6	1	shoes	shoes	1	7870746	117
0	shoes07	2	7	2	shoes	shoes	1	7870746	118
0	shoes08	2	7	2	shoes	shoes	1	7870746	119
0	shoes09	2	7	2	shoes	shoes	1	7870746	120
0	shoes10	2	7	2	shoes	shoes	1	7870746	121
0	shoes01	1	6	1	shoes	shoes	1	7870746	122
0	shoes02	1	6	1	shoes	shoes	1	7870746	123
0	shoes03	1	6	1	shoes	shoes	1	7870746	124
0	shoes04	1	6	1	shoes	shoes	1	7870746	125
0	shoes05	1	6	1	shoes	shoes	1	7870746	126
0	shoes06	2	6	1	shoes	shoes	1	7870746	127
0	shoes07	2	7	2	shoes	shoes	1	7870746	128
0	shoes08	2	7	2	shoes	shoes	1	7870746	129
0	shoes09	2	7	2	shoes	shoes	1	7870746	130
0	shoes10	2	7	2	shoes	shoes	1	7870746	131
0	shoes01	1	6	1	shoes	shoes	1	7870746	132
0	shoes02	1	6	1	shoes	shoes	1	7870746	133
0	shoes03	1	6	1	shoes	shoes	1	7870746	134
0	shoes04	1	6	1	shoes	shoes	1	7870746	135
0	shoes05	1	6	1	shoes	shoes	1	7870746	136
0	shoes06	2	6	1	shoes	shoes	1	7870746	137
0	shoes07	2	7	2	shoes	shoes	1	7870746	138
0	shoes08	2	7	2	shoes	shoes	1	7870746	139
0	shoes09	2	7	2	shoes	shoes	1	7870746	140
0	shoes10	2	7	2	shoes	shoes	1	7870746	141
0	shoes01	1	6	1	shoes	shoes	1	7870746	142
0	shoes02	1	6	1	shoes	shoes	1	7870746	143
0	shoes03	1	6	1	shoes	shoes	1	7870746	144
0	shoes04	1	6	1	shoes	shoes	1	7870746	145
0	shoes05	1	6	1	shoes	shoes	1	7870746	146
0	shoes06	2	6	1	shoes	shoes	1	7870746	147
0	shoes07	2	7	2	shoes	shoes	1	7870746	148
0	shoes08	2	7	2	shoes	shoes	1	7870746	149
0	shoes09	2	7	2	shoes	shoes	1	7870746	150
0	shoes10	2	7	2	shoes	shoes	1	7870746	151
1	shoes01	1	6	1	shoes	shoes	1	7870746	152
0	shoes02	1	6	1	shoes	shoes	1	7870746	153
1	shoes03	1	6	1	shoes	shoes	1	7870746	154
0	shoes04	1	6	1	shoes	shoes	1	7870746	155
0	shoes05	1	6	1	shoes	shoes	1	7870746	156
0	shoes06	2	6	1	shoes	shoes	1	7870746	157
0	shoes07	2	7	2	shoes	shoes	1	7870746	158
0	shoes08	2	7	2	shoes	shoes	1	7870746	159
0	shoes09	2	7	2	shoes	shoes	1	7870746	160
1	shoes10	2	7	2	shoes	shoes	1	7870746	161
1	shoes01	1	6	1	shoes	shoes	1	7870746	162
0	shoes02	1	6	1	shoes	shoes	1	7870746	163
1	shoes03	1	6	1	shoes	shoes	1	7870746	164
0	shoes04	1	6	1	shoes	shoes	1	7870746	165
0	shoes05	1	6	1	shoes	shoes	1	7870746	166
0	shoes06	2	6	1	shoes	shoes	1	7870746	167
0	shoes07	2	7	2	shoes	shoes	1	7870746	168
0	shoes08	2	7	2	shoes	shoes	1	7870746	169
0	shoes09	2	7	2	shoes	shoes	1	7870746	170
1	shoes10	2	7	2	shoes	shoes	1	7870746	171
0	shoes01	1	6	1	shoes	shoes	1	7870746	172
0	shoes02	1	6	1	shoes	shoes	1	7870746	173
0	shoes03	1	6	1	shoes	shoes	1	7870746	174
0	shoes04	1	6	1	shoes	shoes	1	7870746	175
0	shoes05	1	6	1	shoes	shoes	1	7870746	176
0	shoes06	2	6	1	shoes	shoes	1	7870746	177
0	shoes07	2	7	2	shoes	shoes	1	7870746	178
0	shoes08	2	7	2	shoes	shoes	1	7870746	179
0	shoes09	2	7	2	shoes	shoes	1	7870746	180
1	shoes10	2	7	2	shoes	shoes	1	7870746	181
